Locality,Latitude,Longitude,Unit,Plane Type,strike,dip,altitude (m)
6-4-18-14,32.77244167,103.7388083,,Bedding,195,45,
6-4-18-15,32.77416667,103.738,,Bedding,240,78,
6-4-18-16,32.95309444,103.3371889,,Bedding,240,46,
6-5-18-1,32.95414444,103.3477944,Tr,Bedding,123,65,
6-5-18-1,32.95414444,103.3477944,Tr,Bedding,158,55,
6-5-18-2,32.95183056,103.3489,Tr,Bedding,320,57,
6-5-18-3A,32.95035556,103.3498083,,Bedding,124,44,
6-5-18-3B,32.94876389,103.3506056,Tr,Bedding,118,32,
6-5-18-3C,32.94789444,103.3513833,Tr,Bedding,122,42,
6-5-18-3D,32.94273611,103.352875,Tr,Bedding,205,20,
6-5-18-4,32.93653611,103.3526306,Tr,Bedding,155,49,
6-5-18-5,32.93451111,103.3515306,Tr,Bedding,175,35,
6-5-18-6A,32.93563611,103.3511667,Tr,Bedding,205,55,
6-5-18-6B,32.93570833,103.3518167,Tr,Bedding,160,28,
6-5-18-6C,32.92755278,103.3487389,Tr,Bedding,155,68,
6-5-18-7,32.92615278,103.3548056,Tr,Bedding,15,71,
6-5-18-8,32.92903889,103.3570972,Tr,Bedding,310,54,
6-5-18-9A,32.92986667,103.3590389,Tr,Bedding,1,70,
6-5-18-9B,32.93008889,103.3624278,,Bedding,168,72,
6-5-18-9C,32.929675,103.3704139,Tr,Bedding,93,46,
6-5-18-10,32.92920833,103.3730583,Tr,Bedding,115,35,
6-5-18-11A,32.92929167,103.3726639,,Bedding,208,90,
6-5-18-11B,32.92813333,103.3767556,,Bedding,352,51,
6-5-18-12,32.92829444,103.38105,,Bedding,172,74,
6-5-18-12,32.92829444,103.38105,,Fault,110,24,
6-5-18-13,32.92901111,103.3897583,,Bedding,175,76,
6-5-18-14,32.9212,103.4103,,Bedding,245,64,
6-5-18-15,32.92491667,103.4172333,,Bedding,180,63,
6-5-18-16,32.93001667,103.4272278,,Bedding,255,46,
6-5-18-17,32.92318889,103.4420722,,Bedding,310,77,
6-5-18-17,32.92318889,103.4420722,,Bedding,310,65,
6-5-18-17,32.92318889,103.4420722,,Bedding,168,60,
6-5-18-17,32.92318889,103.4420722,,Bedding,315,88,
6-5-18-18A,32.92169167,103.4417944,Tr,Bedding,323,73,
6-5-18-18B,32.92099167,103.4416556,,Bedding,250,70,
6-5-18-18C,32.91810833,103.4416917,,Bedding,260,55,
6-5-18-19,32.91681667,103.4423167,,Bedding,249,76,
6-5-18-19,32.91681667,103.4423167,,Cleavage,265,90,
6-5-18-20A,32.91579722,103.4431222,Tr,Bedding,242,84,
6-5-18-20A,32.91579722,103.4431222,,Bedding,238,74,
6-5-18-20A,32.91579722,103.4431222,,Bedding,260,89,
6-5-18-20A,32.91579722,103.4431222,,Bedding,257,57,
6-5-18-20B,32.91378889,103.4450639,,Bedding,230,57,
6-5-18-21A,32.91333333,103.4455611,,Bedding,229,74,
6-5-18-21B,32.91166111,103.4473333,,Bedding,235,90,
6-5-18-22A,32.91099722,103.448175,???,Bedding,52,76,
6-5-18-22A,32.91099722,103.448175,,Bedding,250,74,
6-5-18-22C,32.90981944,103.4498889,,Bedding,232,90,
6-5-18-22D,32.90900278,103.4509444,Tr,Bedding,55,80,
6-5-18-23A,32.9082,103.4516611,,Bedding,229,68,
6-5-18-23B,32.90801944,103.4518333,,Bedding,65,57,
6-5-18-23C,32.90657222,103.4541444,,Bedding,230,74,
6-5-18-24,32.90570833,103.4562639,,Bedding,44,68,
6-5-18-25,32.90538611,103.4568806,,Bedding,205,76,
6-5-18-25,32.90538611,103.4568806,,Bedding,59,49,
6-5-18-26,32.88618611,103.4756,,Bedding,229,75,
6-5-18-26,32.88618611,103.4756,,Fault,30,50,
6-5-18-26,32.88618611,103.4756,,Bedding,45,56,
6-5-18-26,32.88618611,103.4756,,Bedding,235???,90,
6-5-18-27,32.88339722,103.4802667,Tr,Bedding,65,45,
6-5-18-28,32.88543333,103.4892528,,Bedding,236,40,
6-5-18-29,32.89453333,103.5007222,,Bedding,61,67,
6-5-18-29,32.89453333,103.5007222,,Bedding,69,80,
6-5-18-29,32.89453333,103.5007222,,Bedding,52,50,
6-5-18-29,32.89453333,103.5007222,,Bedding,61,72,
6-5-18-30,32.89648889,103.5047222,,Bedding,62,37,
6-5-18-31A,32.89697778,103.5057028,,Bedding,244,73,
6-5-18-31B,32.87706667,103.5412417,,Bedding,69,76,
6-5-18-32,32.79803889,103.5742111,,Bedding,236,69,
6-5-18-33,32.79694722,103.5834556,,Bedding,40,75,
6-5-18-34,32.79127222,103.5949944,,Bedding,295,40,
6-5-18-35,32.78188611,103.6148639,,Bedding,25,90,
6-5-18-36,32.87724444,103.5412167,,Bedding,65,52,
6-6-18-1,32.73476667,103.6647417,,Fault,105,51,
6-6-18-3,32.75095556,103.6817056,,Bedding,250,55,
6-6-18-3,32.75095556,103.6817056,,Fault,115,90,
6-6-18-3,32.75095556,103.6817056,,Fault,130,50,
6-6-18-3,32.75095556,103.6817056,,Fault,0,90,
6-6-18-5,32.74410833,103.7142278,,Bedding,102,60,
6-6-18-7,32.73866667,103.7404722,,Fault,115,80,
6-6-18-7,32.73866667,103.7404722,,Fault,90,50,
6-6-18-8,32.74151111,103.7428083,,Bedding,205,68,
6-6-18-9,32.76089905,103.8463499,,Bedding,138,80,
6-7-18-1,32.37563889,104.1630833,,Bedding,303,31,
6-7-18-2,32.37738889,104.1631944,Tr,Bedding,335,31,
6-7-18-3,32.37808333,104.1647222,,Foliation,345,78,
6-7-18-4,32.39022222,104.16225,,Bedding,150,85,
6-7-18-5A,32.39188889,104.1654444,Tr,Foliation,304,84,
6-7-18-5A,32.39188889,104.1654444,Tr,Bedding,185,61,
6-7-18-5A,32.39188889,104.1654444,Tr,Bedding,165,70,
6-7-18-5B,32.39563889,104.16625,,Bedding,140,74,
6-7-18-6,32.39819444,104.1686667,,Bedding,152,90,
6-7-18-7A,32.39872222,104.1691944,,Foliation,168,73,
6-7-18-7B,32.40033333,104.1741111,,Bedding,168,90,
6-7-18-7B,32.40033333,104.1741111,,Bedding,165,82,
6-7-18-8,32.40238889,104.1741667,,Bedding,185,90,
6-7-18-8,32.40238889,104.1741667,,Fault,355,25S ???,
6-7-18-9,32.40827778,104.1810833,,Bedding,160,79,
6-7-18-10,32.40805556,104.1825556,,Bedding,181,75,
6-7-18-11,32.40597222,104.1890833,C,Bedding,347,90,
6-7-18-12,32.40691667,104.1924167,C,Bedding,125,70,
6-7-18-15,32.431,104.2160278,D,Bedding,220,84,
6-7-18-16A,32.43141667,104.2159167,S,Foliation,125,80,
6-7-18-16B,32.43369444,104.2156944,,Bedding,60,62,
6-7-18-17,32.44252778,104.2206389,S,Foliation,82,65,
6-7-18-17,32.44252778,104.2206389,S,Bedding,86,65,
6-7-18-18,32.44872222,104.2307222,,Foliation,78,67,
6-7-18-19,32.45022222,104.2296944,,Foliation,58,73,
6-7-18-20,32.456,104.2255833,,Foliation,65,64,
6-7-18-21,32.46622222,104.23025,,Foliation,90,66,
6-7-18-22,32.46836111,104.2301667,,Foliation,85,58,
6-7-18-23,32.48,104.238,,Foliation,70,74,
6-7-18-24,32.51494444,104.1279167,,Foliation,100,76,
6-8-18-1,32.40969444,104.5122778,S,Foliation,120,82,
6-8-18-2,32.41127778,104.5126944,,Foliation,310,45,
6-8-18-3,32.40955556,104.5079167,,Foliation,330,41,
6-8-18-5,32.40858333,104.5351667,,Foliation,295,86,
6-8-18-6,32.41072222,104.5976111,,Foliation,120,74,
6-8-18-7,32.41302778,104.8471667,S,Foliation,310,59,
6-8-18-7,32.41302778,104.8471667,S,Foliation,280,70,
6-8-18-8A,32.41277778,104.8471389,,Foliation,252,64,
6-8-18-8B,32.41311111,104.8470833,S,Foliation,225,64,
6-8-18-8C,32.41333333,104.8483056,,Foliation,225,67,
6-8-18-9,32.41416667,104.8485,,Foliation,205,71,
6-8-18-10,32.43230556,104.8430278,,Foliation,227,71,
6-8-18-11,32.44413889,104.8416111,,Foliation,266,49,
6-8-18-12,32.45255556,104.8418333,,Foliation,252,71,
6-8-18-13,32.44441667,104.8177778,,Foliation,300,90,
6-8-18-14,32.45097222,104.8041111,,Foliation,355,87,
6-8-18-15,32.43866667,104.7733333,,Foliation,5,53,
6-8-18-16,32.37463889,104.7117778,,Foliation,290,90,
6-8-18-17,32.38347222,104.6179167,,Foliation,78,90,
6-8-18-17,32.38347222,104.6179167,,Foliation,250,64,
6-9-18-1,32.38163889,104.6116389,S,Foliation,107,74,
6-9-18-1,32.38163889,104.6116389,S,Foliation,265,78,
6-9-18-1,32.38163889,104.6116389,S,Fault,204,71,
6-9-18-2,32.37858333,104.6103333,,Foliation,320,80,
6-9-18-4,32.37161111,104.6018611,,Foliation,151,56,
6-9-18-5,32.3665,104.6177778,S,Foliation,105,31,
6-9-18-6,32.36286111,104.6196667,,Bedding,,,
6-9-18-7,32.36302778,104.6170556,S,Foliation,155,59,
6-9-18-8,32.35944444,104.6161389,,Bedding,224,79,
6-9-18-9,32.35469444,104.6111667,S,Foliation,312,70,
6-9-18-10A,32.35130556,104.6103889,,Foliation,295,80,
6-9-18-10B,32.34011111,104.5736111,,Foliation,315,74,
6-9-18-11,32.34716667,104.5934167,S,Foliation,105,75,
6-9-18-12,32.33561111,104.5774167,,Foliation,303,49,
6-9-18-13,32.33311111,104.5783889,,Foliation,350,90,
6-9-18-13,32.33311111,104.5783889,,Foliation,340,90,
6-9-18-14,32.32844444,104.5760556,,Bedding,178,84,
6-9-18-15,32.33041667,104.56,S,Foliation,10,89,
6-9-18-16,32.32669444,104.5540556,,Fault,221,62,
6-9-18-17,32.32419444,104.5471389,S,Foliation,278,64,
6-9-18-18,32.32472222,104.53125,,Foliation,115,79,
6-9-18-19,32.74673333,103.6459417,S,Fault,10,68,
6-9-18-19,32.74673333,103.6459417,S,Foliation,337,77,
6-9-18-19,32.74673333,103.6459417,S,Fault,95,83,
4-4-19-1,31.671538,104.441038,J,Bedding,84,38,589.02478
4-4-19-2,31.676296,104.451161,J,Bedding,55,29,602.219106
4-5-19-1,31.779529,104.416454,D,Bedding,204,36,746.044498
4-5-19-1,31.779552,104.416511,D,Bedding,208,61,747.817081
4-5-19-3,31.781115,104.403109,D,Cleavage,213,60,781.74921
4-5-19-3,31.781115,104.403109,D,Bedding,256,22,781.74921
4-5-19-3,31.781102,104.403459,Fault,Fault,233,84,803.018986
4-5-19-3,31.781318,104.403317,D,Cleavage,217,41,780.728927
4-5-19-3,31.781286,104.403278,D,Bedding,225,17,788.581486
4-5-19-3,31.781329,104.40327,D,Bedding,219,37,798.21674
4-5-19-4,31.781431,104.402494,Fault,Fault,219,67,768.683048
4-5-19-4,31.781431,104.402494,Fault,Fault,201,29,768.683048
4-5-19-4,31.781431,104.402494,Fault,Fault,232,82,768.683048
4-5-19-4,31.781431,104.402494,Fault,Fault,266,61,768.683048
4-5-19-4,31.781431,104.402494,Fault,Fault,255,62,768.683048
4-5-19-5,31.778965,104.399601,D,Bedding,205,39,784.351714
4-5-19-5,31.779049,104.3996,Fault,Fault,232,55,784.823983
4-5-19-5,31.778958,104.399669,Fault,Fault,232,52,785.528704
4-5-19-5,31.778865,104.399462,Fault,Fault,166,31,784.388519
4-5-19-5,31.779414,104.397845,D,Bedding,216,31,797.789398
4-5-19-5,31.778829,104.39796,D,Bedding,207,46,787.990814
4-5-19-5,31.778829,104.39796,Fault,Fault,237,57,788.880829
4-5-19-5,31.778829,104.39796,D,Bedding,142,33,797.988129
4-5-19-5,31.778912,104.399919,D,Bedding,154,28,788.85434
4-5-19-5,31.77889,104.399894,D,Bedding,146,42,788.85434
4-5-19-5,31.778912,104.399919,D,Bedding,103,33,788.85434
4-5-19-6,31.778227,104.395678,D,Bedding,211,34,797.207245
4-5-19-6,31.778254,104.396079,D,Bedding,205,30,809.240326
4-5-19-6,31.779032,104.395995,D,Bedding,229,32,789.813324
4-5-19-7,31.777328,104.391655,D,Bedding,235,42,798.266693
4-5-19-7,31.777254,104.392636,D,Bedding,225,38,823.164642
4-5-19-7,31.777016,104.392792,D,Bedding,225,38,819.769867
4-5-19-7,31.776627,104.394163,D,Bedding,232,40,780.278778
4-5-19-7,31.776627,104.394163,D,Bedding,211,35,780.278778
4-5-19-7,31.776631,104.394177,D,Bedding,217,46,780.071381
4-5-19-8,31.778831,104.385667,D,Overturned bedding,220,55,832.50473
4-5-19-8,31.778592,104.386158,D,Overturned bedding,223,53,822.628021
4-5-19-8,31.778735,104.389559,D,Bedding,208,51,978.999115
4-5-19-8,31.778697,104.389536,D,Bedding,209,57,956.887299
4-5-19-9,31.7815,104.380522,Cam,Bedding,235,38,808.12558
4-5-19-9,31.7815,104.380522,Cam,Bedding,208,19,808.12558
4-5-19-10,31.781837,104.380405,Cam,Bedding,214,40,846.378265
4-5-19-10,31.781731,104.380533,Cam,Bedding,221,16,840.953217
4-5-19-11,31.782484,104.379534,O,Bedding,173,55,841.845733
4-5-19-12,31.785169,104.377561,S,Bedding,47,89,845.059052
4-5-19-12,31.784934,104.377721,S,Bedding,225,87,864.811127
4-5-19-12,31.784934,104.377721,S,Bedding,51,82,864.811127
4-5-19-12,31.784934,104.377721,S,Bedding,238,54,864.811127
4-5-19-13,31.786944,104.373248,S,Bedding,274,49,857.92807
4-5-19-13,31.786944,104.373248,S,Bedding,276,66,857.92807
4-5-19-14,31.782507,104.370477,S,Cleavage,39,89,896.92514
4-5-19-14,31.782648,104.370624,S,Bedding,221,62,894.303436
4-5-19-14,31.784001,104.370271,S,Bedding,69,75,908.465546
4-5-19-14,31.784497,104.370634,S,Bedding,248,68,711.209076
4-5-19-15,31.78343,104.36817,Fault,Fault,269,34,919.022064
4-5-19-15,31.78343,104.36817,Fault,Fault,300,36,919.022064
4-5-19-15,31.783415,104.368221,Fault,Fault,309,33,920.147064
4-5-19-15,31.783652,104.368234,Fault,Fault,308,43,904.269379
4-5-19-15,31.783652,104.368234,Fault,Fault,81,79,904.269379
4-5-19-15,31.783652,104.368234,Fault,Fault,82,84,904.269379
4-5-19-15,31.78385,104.368189,Fault,Fault,69,77,1146.36496
4-5-19-15,31.784125,104.370063,S,Cleavage,256,82,906.14035
4-5-19-16,31.783137,104.367535,Fault,Fault,294,69,963.388397
4-5-19-16,31.783603,104.367716,S,Bedding,265,40,925.454437
4-5-19-16,31.783616,104.367536,Fault,Fault,285,45,925.454437
4-5-19-17,31.784816,104.364508,S,Bedding,268,35,920.576752
4-6-19-2,31.846494,104.475564,Cam,Bedding,96,29,628.505093
4-6-19-2,31.846053,104.475013,Cam,Bedding,56,56,630.679409
4-6-19-3,31.844488,104.47638,S,Bedding,40,30,707.443569
4-6-19-4,31.86148,104.504618,Fault,Fault,181,53,626.206629
4-6-19-4,31.861481,104.504634,Fault,Fault,314,59,627.368206
4-6-19-4,31.861471,104.504661,D,Overturned bedding,238,46,626.754355
4-6-19-5,31.863291,104.511752,Fault,Fault,81,22,619.851116
4-6-19-5,31.863291,104.511752,Fault,Fault,79,89,619.851116
4-6-19-5,31.863291,104.511752,Fault,Bedding,73,79,619.851116
4-6-19-5,31.863291,104.511752,P,Bedding,79,82,619.851116
4-6-19-6,31.863096,104.511797,Fault,Fault,62,85,640.500042
4-6-19-6,31.863293,104.511632,Fault,Fault,81,80,639.52055
4-6-19-7,31.864865,104.520176,S,Bedding,9,34,633.153148
4-6-19-8,31.868859,104.539649,D,Bedding,10,34,662.72357
4-6-19-8,31.868999,104.53861,Fault,Fault,76,68,666.015271
4-6-19-8,31.868931,104.53864,D,Bedding,20,41,667.159365
4-6-19-8,31.868407,104.537046,D,Bedding,32,30,660.996624
4-6-19-8,31.868312,104.536777,Fault,Fault,14,35,658.049646
4-6-19-8,31.867918,104.536458,Fault,Fault,13,39,635.351971
4-6-19-8,31.867918,104.536458,D,Bedding,25,33,635.351971
4-6-19-9,31.861284,104.541002,D,Bedding,22,26,651.106609
4-6-19-9,31.864378,104.544693,D,Bedding,22,26,648.044476
4-6-19-10,31.844379,104.553149,D,Bedding,5,44,692.36552
4-6-19-11,31.843894,104.562265,D,Bedding,39,33,681.400433
4-6-19-12,31.825294,104.583746,Fault,Fault,41,23,624.188736
4-6-19-12,31.825294,104.583746,Fault,Fault,33,22,624.188736
4-6-19-13,31.802722,104.583129,D,Bedding,269,42,597.325291
4-6-19-14,31.800488,104.583182,Tr,Bedding,81,63,597.381798
4-6-19-15,31.780764,104.582796,P,Bedding,227,73,556.986041
4-6-19-15,31.780764,104.582796,Fault,Fault,293,67,556.986041
4-6-19-16,31.77747,104.587271,C,Bedding,226,50,579.700047
4-6-19-16,31.777338,104.587412,Fault,Fault,334,74,565.519409
4-6-19-16,31.777259,104.588038,C,Bedding,217,68,560.512974
4-7-19-1,31.866469,104.391774,S,Bedding,249,48,827.21063
4-7-19-1,31.866469,104.391777,S,Bedding,250,39,825.203637
4-7-19-2,31.868415,104.392886,S,Cleavage,210,35,759.574783
4-7-19-3,31.868037,104.393839,S,Cleavage,268,61,755.754594
4-7-19-3,31.868037,104.393839,S,Bedding,224,55,755.754594
4-7-19-3,31.868027,104.393801,S,Cleavage,269,59,748.2845
4-7-19-3,31.868232,104.393657,Fault,Fault,238,75,745.393847
4-7-19-4,31.86684,104.370841,S,Bedding,202,34,718.702469
4-7-19-4,31.866779,104.370906,S,Bedding,192,38,726.094437
4-7-19-5,31.857833,104.314866,S,Bedding,227,46,723.404861
4-7-19-5,31.857719,104.31461,S,Vein,27,71,732.26387
4-7-19-5,31.857016,104.314276,Fault,Fault,65,85,757.086502
4-7-19-5,31.857001,104.314364,S,Bedding,261,45,751.842361
4-7-19-5,31.856945,104.31434,S,Vein,82,89,747.347855
4-7-19-5,31.856945,104.31434,S,Vein,71,81,747.347855
4-7-19-5,31.857083,104.314162,S,Bedding,250,37,743.502029
4-7-19-6,31.867204,104.312046,S,Bedding,290,32,741.117185
4-7-19-6,31.86721,104.312021,S,Bedding,264,22,739.532673
4-7-19-7,31.872739,104.310515,S,Cleavage,243,57,732.971634
4-7-19-7,31.872659,104.310517,S,Foliation,257,43,734.149008
4-7-19-8,31.883188,104.307176,S,Cleavage,288,59,733.529617
4-7-19-8,31.883178,104.307174,S,Foliation,278,38,750.330643
4-7-19-8,31.883064,104.307222,Fault,Fault,289,64,751.486771
4-7-19-8,31.883064,104.307222,Fault,Fault,303,65,751.486771
4-7-19-8,31.882974,104.307132,S,Foliation,272,43,742.760818
4-7-19-8,31.883234,104.307141,S,Cleavage,260,70,753.339188
4-7-19-8,31.883234,104.307141,S,Foliation,273,50,753.339188
4-7-19-9,31.884527,104.306924,Fault,Fault,272,55,745.513382
4-7-19-9,31.884473,104.30692,S,Axial plane,315,32,738.854483
4-7-19-9,31.884501,104.306935,S,Axial plane,269,36,738.268737
4-7-19-9,31.884494,104.306937,S,Axial plane,300,42,739.475204
4-7-19-9,31.884486,104.306936,S,Foliation,261,55,743.489334
4-7-19-9,31.884129,104.307025,S,Foliation,252,30,751.559318
4-7-19-10,31.889749,104.302725,S,Cleavage,219,48,748.535721
4-7-19-10,31.889713,104.302756,S,Foliation,271,33,747.358109
4-7-19-10,31.889575,104.302754,S,Foliation,304,27,750.515457
4-7-19-10,31.889561,104.302772,S,Cleavage,217,68,750.185501
4-7-19-10,31.889537,104.302762,S,Cleavage,229,43,747.969681
4-7-19-10,31.889534,104.302752,S,Foliation,277,17,750.633621
4-7-19-10,31.888414,104.303074,Fault,Vein,263,52,738.706863
4-7-19-10,31.888512,104.303025,S,Foliation,271,40,744.488602
4-7-19-11,31.889877,104.297278,S,Cleavage,194,62,757.317451
4-7-19-11,31.890147,104.297566,S,Foliation,303,42,765.743599
4-7-19-11,31.890154,104.297624,S,Cleavage,194,68,764.947212
4-7-19-11,31.890085,104.297581,S,Foliation,283,36,754.068672
4-7-19-11,31.890028,104.297558,S,Cleavage,184,69,747.324409
4-7-19-12,31.891349,104.296739,S,Foliation,275,39,744.871396
4-7-19-13,31.89428,104.295851,S,Cleavage,216,86,763.206856
4-7-19-13,31.894728,104.297698,S,Axial plane,248,69,765.240181
4-7-19-13,31.894738,104.297703,S,Cleavage,268,71,766.514717
4-7-19-13,31.894484,104.298031,S,Axial plane,237,79,743.467842
4-7-19-13,31.894143,104.298052,S,Axial plane,262,55,790.739937
4-7-19-13,31.894143,104.298052,S,Axial plane,239,55,792.308418
4-7-19-13,31.894141,104.298052,S,Axial plane,246,40,785.809151
4-7-19-13,31.89416,104.29807,S,Foliation,248,53,791.767403
4-7-19-13,31.894025,104.297987,S,Cleavage,243,55,783.656319
4-7-19-13,31.893885,104.298292,S,Cleavage,233,67,756.395088
4-7-19-13,31.893901,104.298383,S,Cleavage,234,59,744.058907
4-7-19-13,31.893901,104.298383,S,Cleavage,244,59,744.058907
4-7-19-14,31.901939,104.295219,S,Cleavage,209,60,771.675491
4-7-19-14,31.901948,104.29524,S,Foliation,245,57,768.517654
4-7-19-14,31.90194,104.295389,S,Foliation,243,57,779.048172
4-7-19-14,31.901718,104.295766,S,Foliation,267,64,770.077957
4-7-19-14,31.901746,104.295806,S,Cleavage,199,77,771.423904
4-7-19-14,31.901123,104.296068,S,Foliation,275,75,774.700516
4-7-19-14,31.901175,104.296118,S,Foliation,280,71,770.074142
4-7-19-14,31.901207,104.296121,S,Foliation,304,68,771.006945
4-8-19-2,31.905361,104.290728,S,Foliation,299,49,784.236404
4-8-19-2,31.905369,104.290772,S,Cleavage,272,80,779.878983
4-8-19-2,31.905193,104.290686,S,Cleavage,262,60,775.893631
4-8-19-2,31.905064,104.290719,S,Foliation,281,52,760.753738
4-8-19-3,31.906405,104.290986,S,Cleavage,273,75,786.537308
4-8-19-3,31.906397,104.290925,S,Axial plane,241,56,778.96492
4-8-19-3,31.906384,104.290934,S,Axial plane,221,77,776.035477
4-8-19-3,31.906394,104.290967,S,Axial plane,212,60,781.898026
4-8-19-3,31.906406,104.290992,S,Axial plane,262,58,778.845535
4-8-19-3,31.906257,104.291017,Fault,Cleavage,271,72,772.891922
4-8-19-3,31.90597,104.290971,Fault,Fault,237,61,768.31868
4-8-19-3,31.905967,104.290933,Fault,Fault,253,76,764.908768
4-8-19-3,31.905968,104.29084,S,Cleavage,247,70,790.419754
4-8-19-4,31.909589,104.291019,S,Cleavage,295,71,769.83384
4-8-19-4,31.909144,104.290353,S,Foliation,315,62,765.33208
4-8-19-4,31.909144,104.290353,S,Cleavage,276,80,765.33208
4-8-19-5,31.912693,104.292871,S,Axial plane,249,66,770.690506
4-8-19-5,31.912343,104.293121,S,Cleavage,252,53,769.470413
4-8-19-5,31.911368,104.292883,S,Cleavage,259,74,767.542332
4-8-19-5,31.911383,104.292876,S,Cleavage,249,71,766.516166
4-8-19-6,31.950751,104.268106,S,Cleavage,253,51,804.253006
4-8-19-6,31.935357,104.270055,S,Cleavage,244,39,790.085159
4-8-19-6,31.932882,104.271465,S,Cleavage,256,48,797.247269
4-8-19-6,31.92345,104.279554,S,Cleavage,230,59,778.182449
4-8-19-6,31.921624,104.281807,S,Cleavage,226,33,774.475174
4-8-19-6,31.919163,104.285823,S,Axial plane,233,58,775.799515
4-8-19-6,31.919208,104.285882,S,Axial plane,231,58,765.358719
4-8-19-6,31.916289,104.286946,S,Cleavage,239,61,781.694901
4-8-19-6,31.916122,104.28677,Fault,Fault,261,28,771.785233
4-8-19-6,31.916166,104.287336,S,Axial plane,256,64,777.093704
4-8-19-6,31.915134,104.287874,S,Cleavage,253,58,771.749538
4-8-19-6,31.914968,104.287999,S,Cleavage,234,59,776.237137
4-8-19-6,31.914768,104.288499,S,Cleavage,257,55,769.986404
4-8-19-7,31.987629,104.240098,S,Cleavage,244,82,836.923869
4-8-19-7,31.986589,104.240784,S,Cleavage,233,89,837.413234
4-8-19-7,31.986483,104.240845,S,Cleavage,227,80,836.277908
4-8-19-7,31.969746,104.255556,S,Cleavage,228,75,817.228836
4-8-19-7,31.962681,104.259425,S,Cleavage,231,57,813.99617
4-8-19-8,32.000557,104.231622,S,Cleavage,68,79,865.12463
4-8-19-8,32.000354,104.231698,S,Cleavage,80,86,858.509884
4-8-19-8,31.993885,104.234941,S,Cleavage,235,82,859.62056
4-8-19-9,32.014222,104.213658,S,Cleavage,254,85,863.206905
4-8-19-9,32.006852,104.223334,S,Cleavage,241,88,850.69421
4-8-19-9,32.006854,104.223429,S,Cleavage,72,89,826.538937
4-8-19-9,32.006822,104.223492,S,Cleavage,81,86,854.425533
4-8-19-9,32.00677,104.223757,S,Cleavage,262,89,834.125607
4-8-19-11,32.016431,104.190891,S,Cleavage,241,76,887.10587
4-8-19-11,32.016335,104.191756,S,Cleavage,259,67,902.677254
4-8-19-12,32.023869,104.169043,S,Cleavage,64,63,928.559944
4-8-19-12,32.023739,104.169396,S,Cleavage,70,70,940.138313
4-8-19-12,32.023554,104.17012,S,Cleavage,77,67,929.2472
4-8-19-13,32.027167,104.165131,S,Cleavage,240,75,907.300911
4-8-19-14,32.033611,104.156567,S,Cleavage,78,68,922.693489
4-8-19-14,32.033505,104.156599,S,Cleavage,84,66,925.152229
4-8-19-14,32.033453,104.156637,S,Cleavage,93,65,924.62513
4-8-19-14,32.033361,104.156684,S,Cleavage,78,86,927.805061
4-8-19-14,32.029853,104.160096,S,Cleavage,246,77,910.998787
4-8-19-15,32.040674,104.15863,S,Cleavage,276,82,965.848152
4-8-19-15,32.039889,104.158373,S,Cleavage,86,89,964.850177
4-8-19-16,32.049096,104.159951,S,Cleavage,235,89,959.043831
4-8-19-17,32.051334,104.15722,S,Foliation,263,88,986.610237
4-8-19-17,32.051305,104.157229,S,Cleavage,256,69,982.588875
4-8-19-17,32.051208,104.157089,S,Cleavage,266,75,969.27316
4-8-19-18,32.052296,104.158468,S,Cleavage,82,89,1007.284847
4-8-19-19,32.054069,104.155684,S,Cleavage,232,76,1088.806526
4-8-19-19,32.053923,104.156038,S,Cleavage,238,86,1081.857307
4-8-19-19,32.053382,104.156516,S,Cleavage,269,52,1071.874763
4-8-19-19,32.053408,104.156506,S,Foliation,257,67,1083.559456
4-8-19-20,32.057569,104.152752,S,Cleavage,264,57,1283.290578
4-8-19-21,32.059498,104.150728,D,Cleavage,305,82,1386.00721
4-8-19-21,32.059497,104.150751,D,Cleavage,106,82,1386.104012
4-8-19-21,32.059497,104.150751,D,Cleavage,99,76,1386.104012
4-8-19-21,32.059478,104.15074,D,Cleavage,116,86,1389.766121
4-8-19-21,32.059451,104.150732,D,Cleavage,126,86,1407.589485
4-8-19-21,32.059628,104.15171,D,Cleavage,257,24,1386.323738
4-8-19-21,32.059628,104.15171,D,Bedding,247,40,1386.323738
